, gene    ENS ,Brain1
,ENSG00000255112,-1.06289374846017
,ENSG00000070814,0.0636692586302311
,ENSG00000126653,-0.542375508320839
,ENSG00000198836,-0.00380379741386098
,ENSG00000240240,0.81514189812814
,ENSG00000213949,-3.60083865596358
,ENSG00000164171,-1.32143086264157
,ENSG00000005884,-0.0673118823071275
,ENSG00000115232,1.02871657467924
,ENSG00000161638,-3.93773706261241
,ENSG00000091409,-2.91350189510725
,ENSG00000174417,-1.01634800199462
,ENSG00000176125,-0.0362234951046744
,ENSG00000109775,-0.638389991237498
,ENSG00000198727,-0.344003780688797
,ENSG00000197852,-0.105853967751745
,ENSG00000185614,-0.261969122780425
,ENSG00000154080,-0.93687002665399
,ENSG00000124302,4.10026845551537
,ENSG00000122863,-2.00289290233247
,ENSG00000175040,1.13407626351759
,ENSG00000135702,2.52492749991986
,ENSG00000140835,-1.96330033928287
,ENSG00000147119,-0.78426990274562
,ENSG00000183196,3.31447065979971
,ENSG00000140678,-1.38343939699767
,ENSG00000138448,-0.00405623749552449
,ENSG00000005844,-2.44202213965265
,ENSG00000169896,-0.690154029059938
,ENSG00000156886,-2.38935169928742
,ENSG00000083457,-0.19178846627478
,ENSG00000197081,-1.40008596109793
,ENSG00000180773,1.17266438137481
,ENSG00000186334,-0.364530448834112
,ENSG00000173207,-2.46825010964395
,ENSG00000123643,3.07426057542278
,ENSG00000117407,1.77933593505192
,ENSG00000129744,-0.187201610580072
,ENSG00000156219,2.34092192280575
,ENSG00000167311,-2.62948881225319
,ENSG00000214999,2.03839873934736
,ENSG00000109943,8.82472851364796
,ENSG00000081803,4.2024738168144
,ENSG00000117000,0.477485435242054
,ENSG00000170275,-2.00017239628494
,ENSG00000159322,-0.616896805326542
,ENSG00000113742,0.800508029745396
,ENSG00000214575,1.59602594567218
,ENSG00000107864,1.4279055500243
,ENSG00000137449,-0.501665519966215
,ENSG00000068784,-1.1907985183672
,ENSG00000183044,2.28871915004281
,ENSG00000212993,-3.18025550233321
,ENSG00000149654,6.46438123451374
,ENSG00000165462,-1.01509753098445
,ENSG00000109132,-0.514221699488947
,ENSG00000110375,1.56945315219965
,ENSG00000000971,-3.57179837135645
,ENSG00000205403,-3.26894189541139
,ENSG00000185722,0.161045643831551
,ENSG00000243649,-1.83816847464995
,ENSG00000125741,-0.27916224268893
,ENSG00000094914,-0.178731559557877
,ENSG00000072858,3.39598965628285
,ENSG00000149577,-0.244231119240429
,ENSG00000181433,0.104129752849863
,ENSG00000259658,-2.56946101469777
,ENSG00000220256,-1.25847941448238
,ENSG00000154274,0.868449382108803
,ENSG00000103061,0.140883185114867
,ENSG00000138813,-0.749226663299275
,ENSG00000124215,0.467274884964763
,ENSG00000253831,-1.92482605930683
,ENSG00000156206,-0.732559019345849
,ENSG00000169758,5.45326408187366
,ENSG00000152926,-0.414491593185967
,ENSG00000178150,0.345829048976685
,ENSG00000062370,1.44464441384593
,ENSG00000100095,6.18926840009612
,ENSG00000077943,-2.37363465433794
,ENSG00000144668,-2.30814775036384
,ENSG00000114302,-0.675515841277682
,ENSG00000005249,-0.306779167559375
,ENSG00000180739,0.592362441948119
,ENSG00000125910,-2.70809537977206
,ENSG00000005961,2.16655791401338
,ENSG00000074370,1.41289194421091
,ENSG00000204138,-0.534314113503319
,ENSG00000112137,0.373924353402955
,ENSG00000171133,-0.831608476876257
,ENSG00000087495,4.45585921126634
,ENSG00000212724,-0.242565045958723
,ENSG00000214518,-0.116795685339841
,ENSG00000212725,-0.165082652753079
,ENSG00000213417,-0.251525336847773
,ENSG00000135424,-1.60902690343938
,ENSG00000062716,-1.01127852907795
,ENSG00000126368,0.24916060976182
,ENSG00000174738,1.13925430284903
,ENSG00000060491,-0.535518772959794
,ENSG00000117425,1.15991043534204
,ENSG00000185920,2.61617117618937
,ENSG00000104980,0.192499737288727
,ENSG00000151164,-1.28773358558797
,ENSG00000172613,-0.0400949627629216
,ENSG00000087502,-0.45958388055173
,ENSG00000125991,-0.660639230160727
,ENSG00000113719,-0.180560792970441
,ENSG00000149541,0.70074027237701
,ENSG00000112309,-0.044976368780408
,ENSG00000109956,3.3725510979048
,ENSG00000143933,0.525611113612973
,ENSG00000197557,-0.748004578346466
,ENSG00000196659,-0.93088919970494
,ENSG00000133104,-0.360763083360531
,ENSG00000167914,-3.04687415510832
,ENSG00000073605,1.31967830289684
,ENSG00000147697,-3.06622621922366
,ENSG00000104518,-3.13373194206537
,ENSG00000161040,-1.57242290679182
,ENSG00000114638,-1.04153125095759
,ENSG00000198010,0.106699566894718
,ENSG00000116544,4.72499498454468
,ENSG00000170579,5.02546780361823
,ENSG00000080845,-0.756897264281225
,ENSG00000126787,-3.01869397096257
,ENSG00000253320,-1.06753877918316
,ENSG00000104147,-0.092418942309974
,ENSG00000099364,0.568564463319174
,ENSG00000124831,-1.407831426241
,ENSG00000072135,1.01387183512492
,ENSG00000163629,-1.91024683783759
,ENSG00000127947,-0.929408295601743
,ENSG00000179295,-0.146942029886482
,ENSG00000152104,-3.81682329054769
,ENSG00000145220,-1.21001743641216
,ENSG00000069188,-2.00271100655247
,ENSG00000100109,-0.188884870011502
,ENSG00000159239,-0.0964053234811304
,ENSG00000188674,2.06220029657633
,ENSG00000143006,-0.745018433233329
,ENSG00000182600,0.917494664747497
,ENSG00000187699,-1.33461223930604
,ENSG00000170312,-2.50701036410034
,ENSG00000170476,-2.71134791897948
,ENSG00000182400,1.02803865762786
,ENSG00000179344,-3.96035348460102
,ENSG00000232629,-3.87249852700172
,ENSG00000134058,-0.541994701241346
,ENSG00000179772,-2.57672562028163
,ENSG00000218672,8.18848214732805
,ENSG00000064547,-2.36588321531643
,ENSG00000187664,4.60530590578886
,ENSG00000136114,-1.1965071703945
,ENSG00000110931,3.57724243031732
,ENSG00000004660,1.94321618461153
,ENSG00000175264,-0.75300475816893
,ENSG00000115561,-0.0325574010115319
,ENSG00000165502,-0.567593701283108
,ENSG00000147457,0.0432622722297086
,ENSG00000176108,-0.786097677721853
,ENSG00000086065,0.0406908031781988
,ENSG00000181074,-3.95977086051747
,ENSG00000180988,-1.82380752332705
,ENSG00000204421,-2.30864136390022
,ENSG00000244355,-1.43950397617286
,ENSG00000255552,-1.42228151744887
,ENSG00000204424,-1.55082227017643
,ENSG00000253293,-4.05595148436095
,ENSG00000106648,-1.92728786066197
,ENSG00000174473,2.09026299041982
,ENSG00000128487,0.127020721449952
,ENSG00000140379,-2.68550541389302
,ENSG00000139372,-0.181058062607387
,ENSG00000189159,2.00411295711706
,ENSG00000187097,-0.253801659157353
,ENSG00000121068,-2.88693256177205
,ENSG00000148814,-0.538179266975485
,ENSG00000184709,4.27842205965862
,ENSG00000163507,1.04821296277323
,ENSG00000162522,-2.84199701740124
,ENSG00000129255,-0.116619259873337
,ENSG00000168904,0.500337210400905
,ENSG00000176928,-3.54877786991747
,ENSG00000205318,1.95618229769756
,ENSG00000140297,0.398213560406994
,ENSG00000111846,1.14560221257071
,ENSG00000135111,-3.03460908932654
,ENSG00000087253,-3.18242437795066
,ENSG00000111684,0.533942596863016
,ENSG00000153395,0.566784689061501
,ENSG00000149591,-3.23936654769483
,ENSG00000166960,-4.24646606882992
,ENSG00000255359,-0.532447892098307
,ENSG00000120262,-2.40709261957787
,ENSG00000164989,0.647890301650468
,ENSG00000182645,-0.374087967242752
,ENSG00000154479,-0.304432971909216
,ENSG00000154781,-0.0821391819387773
,ENSG00000151838,4.31237164043292
,ENSG00000119636,-0.418195811040336
,ENSG00000267909,0.230064576971044
,ENSG00000152256,-0.537676442510157
,ENSG00000004799,-3.87590916397315
,ENSG00000113441,0.552537057586936
,ENSG00000163295,0.0422747030361622
,ENSG00000058262,-0.937422407443123
,ENSG00000065665,1.129676861955
,ENSG00000162551,-0.753418218327309
,ENSG00000115425,-0.00225425943486301
,ENSG00000174446,0.364864839429972
,ENSG00000165684,0.841670767427048
,ENSG00000175197,-0.286923700877379
,ENSG00000168209,-0.850811099913335
,ENSG00000178796,-0.314686660707081
,ENSG00000261247,-1.44378771870236
,ENSG00000178115,-1.89672704984527
,ENSG00000261739,-1.32642510052206
,ENSG00000186399,-1.81485181457168
,ENSG00000188626,-1.75141386800248
,ENSG00000206127,-0.684706024159781
,ENSG00000232653,-1.6849111683781
,ENSG00000261794,-2.09440226316633
,ENSG00000249931,-2.03645480520484
,ENSG00000179938,-0.815011925123329
,ENSG00000183629,-0.469762863484236
,ENSG00000175265,1.80683838268404
,ENSG00000215252,1.29179525420099
,ENSG00000110536,-0.118399281630946
,ENSG00000226124,-1.00014091072799
,ENSG00000182853,-0.591911019530484
,ENSG00000165629,-0.269431446405119
,ENSG00000196482,3.24993802282932
,ENSG00000119655,-3.07323393474988
,ENSG00000141458,-0.925317105240834
,ENSG00000181744,0.998260933852182
,ENSG00000118873,0.274136304814678
,ENSG00000180535,-1.12994387964325
,ENSG00000115839,-0.355153529216527
,ENSG00000114529,-3.73733990891138
,ENSG00000174899,-3.40495850717114
,ENSG00000214324,-0.594878617289772
,ENSG00000173402,-1.15435839013208
,ENSG00000105755,-0.77130591523383
,ENSG00000100359,0.449235723449525
,ENSG00000004487,0.237061004207478
,ENSG00000165097,-0.127703966007689
,ENSG00000186335,-2.16343235569441
,ENSG00000269855,0.0714548607054089
,ENSG00000158869,-2.48395587347699
,ENSG00000137707,-0.767921327744406
,ENSG00000179639,-3.46207113952019
,ENSG00000159388,-1.22358249777949
,ENSG00000171243,-1.71865596032289
,ENSG00000128039,-0.392049108161106
,ENSG00000145545,0.523972946469482
,ENSG00000142065,0.455584657794541
,ENSG00000119715,0.455639595040541
,ENSG00000166562,0.287693461239188
,ENSG00000100083,0.453320482521615
,ENSG00000125447,0.137245974763976
,ENSG00000103365,0.908609639619348
,ENSG00000135723,-0.886507963829911
,ENSG00000134775,-1.19555404442761
,ENSG00000159079,0.764940342398076
,ENSG00000082929,-1.72920555629687
,ENSG00000198835,-0.0677114659154569
,ENSG00000164096,-1.16819980979125
,ENSG00000182963,0.932711326741027
,ENSG00000240065,-2.67209209436862
,ENSG00000204264,-2.71011054786155
,ENSG00000136930,-0.469329069523792
,ENSG00000142507,-0.628903771502299
,ENSG00000100804,-0.528080021847123
,ENSG00000159377,-0.325085191511913
,ENSG00000126067,-0.645127043169938
,ENSG00000139636,0.467646742344212
,ENSG00000198862,0.18922819601497
,ENSG00000179046,-2.03326141354156
,ENSG00000198454,-0.438798816737471
,ENSG00000148362,0.39268394828364
,ENSG00000184108,-0.788983795377584
,ENSG00000148411,0.925717370235721
,ENSG00000048707,-0.142218869531258
,ENSG00000160877,0.255309689964724
,ENSG00000197969,0.384120255106012
,ENSG00000147010,-2.31333103376466
,ENSG00000132549,-0.101584027777701
,ENSG00000184515,2.33481713872779
,ENSG00000102409,1.29580712879144
,ENSG00000133134,3.01481299232663
,ENSG00000133169,4.65491955447991
,ENSG00000158526,0.0470972241010833
,ENSG00000130748,0.159273422120445
,ENSG00000152128,5.11497601853745
,ENSG00000134851,-0.923914180143747
,ENSG00000157600,-1.3922606031414
,ENSG00000163449,2.81519708051375
,ENSG00000146802,-1.09809320614973
,ENSG00000185862,-2.10295191600269
,ENSG00000109101,-2.52222208615446
,ENSG00000170802,1.2629093234886
,ENSG00000053254,1.18892852224202
,ENSG00000145029,0.555132098583455
,ENSG00000187955,-4.93364795889736
,ENSG00000168394,-1.59430885921972
,ENSG00000204267,-0.268823300762825
,ENSG00000065609,6.42727503883539
,ENSG00000185522,2.54491006026553
,ENSG00000188771,0.604902017236277
,ENSG00000211450,-0.726393039934136
,ENSG00000158636,0.720529063751662
,ENSG00000183292,-0.115736014284138
,ENSG00000172264,0.925563488882746
,ENSG00000133315,-0.319678962049841
,ENSG00000183291,-0.85241730697504
,ENSG00000111615,0.130729212340456
,ENSG00000129195,0.523346612728832
,ENSG00000134452,-0.205554785284612
,ENSG00000203818,1.38185236505187
,ENSG00000255394,-1.55359871646857
,ENSG00000164743,-1.60961511335661
,ENSG00000177459,-0.679786614627214
,ENSG00000169085,0.208805256602981
,ENSG00000213865,-0.223526061941923
,ENSG00000115129,-2.32168721542457
,ENSG00000198125,-2.25401613635632
,ENSG00000187714,0.167454490399193
,ENSG00000165646,-0.298829964578219
