, gene    ENS ,Brain2
,ENSG00000255112,-0.0870569454930764
,ENSG00000070814,-0.417366528382868
,ENSG00000126653,0.100985827216898
,ENSG00000198836,0.717617492565655
,ENSG00000240240,0.923237084066968
,ENSG00000213949,-1.13295361741164
,ENSG00000164171,-0.220591271914577
,ENSG00000005884,-1.30739408391052
,ENSG00000115232,-1.37071455064781
,ENSG00000161638,-2.42996291648621
,ENSG00000091409,-0.256627660449355
,ENSG00000174417,-0.656677429049368
,ENSG00000176125,0.348134439887299
,ENSG00000109775,-0.125376129025842
,ENSG00000198727,1.39186512054849
,ENSG00000197852,-0.08444573688893
,ENSG00000185614,-0.545699706970297
,ENSG00000154080,0.62844354099375
,ENSG00000124302,0.423892663635954
,ENSG00000122863,-0.391024917901352
,ENSG00000175040,1.47662247864768
,ENSG00000135702,1.96545157765855
,ENSG00000140835,-1.27055808260104
,ENSG00000147119,0.558191048485018
,ENSG00000183196,2.80997577205711
,ENSG00000140678,0.0687049825838639
,ENSG00000138448,0.515128829044998
,ENSG00000005844,-0.8260953880449
,ENSG00000169896,-0.17985169440059
,ENSG00000156886,-1.85657837959797
,ENSG00000083457,0.697589299494086
,ENSG00000197081,-1.08237023762301
,ENSG00000180773,0.746274420653044
,ENSG00000186334,-0.551200491352649
,ENSG00000173207,-0.589708661406157
,ENSG00000123643,-0.591863602049853
,ENSG00000117407,-0.558310692861584
,ENSG00000129744,0.233676895742183
,ENSG00000156219,0.391658104552278
,ENSG00000167311,-1.35925829298295
,ENSG00000214999,1.62195059279243
,ENSG00000109943,-0.45405920336141
,ENSG00000081803,-1.29348849643765
,ENSG00000117000,-0.344423843841352
,ENSG00000170275,-0.346272638984925
,ENSG00000159322,-0.715330968889906
,ENSG00000113742,0.369554446722853
,ENSG00000214575,0.852488183735415
,ENSG00000107864,0.160527092917623
,ENSG00000137449,0.383007766127579
,ENSG00000068784,-0.653088819143136
,ENSG00000183044,2.65937151850522
,ENSG00000212993,-0.819707406316837
,ENSG00000149654,1.84048626387567
,ENSG00000165462,-0.607550911799429
,ENSG00000109132,-0.50500390797216
,ENSG00000110375,2.13108052975883
,ENSG00000000971,-1.12486144666283
,ENSG00000205403,-1.2336723280351
,ENSG00000185722,0.132156665525943
,ENSG00000243649,-0.841334377283782
,ENSG00000125741,0.0482859277614289
,ENSG00000094914,-0.570188668195235
,ENSG00000072858,-0.844912196810858
